Washington,Hudson Falls Vg PD,2018,53
Washington,Washington County Sheriff,2018,184
Washington,Washington County State Police,2018,126
Wayne,Clyde Vg PD,2018,30
Wayne,County Total,2018,1442
Wayne,Macedon Town and Vg PD,2018,96
Wayne,Newark Vg PD,2018,277
Wayne,Palmyra Vg PD,2018,12
Wayne,Sodus Vg PD,2018,4
Wayne,Wayne County Park PD,2018,1
Wayne,Wayne County Sheriff,2018,447
Wayne,Wayne County State Police,2018,566
Wayne,Wolcott Vg PD,2018,9
Westchester,Ardsley Vg PD,2018,28
Westchester,Bedford Town PD,2018,45
Westchester,Briarcliff Manor Vg PD,2018,16
Westchester,Bronxville Vg PD,2018,25
Westchester,Buchanan Vg PD,2018,3
Westchester,County Total,2018,9651
Westchester,Croton-On-Hudson Vg PD,2018,33
Westchester,Dobbs Ferry Vg PD,2018,96
Westchester,Eastchester Town PD,2018,94
Westchester,Elmsford Vg PD,2018,21
Westchester,Greenburgh Town PD,2018,599
Westchester,Harrison Town PD,2018,101
Westchester,Hastings-on-Hudson Vg PD,2018,79
Westchester,Irvington Vg PD,2018,19
Westchester,Larchmont Vg PD,2018,77
Westchester,Mamaroneck Town PD,2018,75
Westchester,Mamaroneck Vg PD,2018,140
Westchester,Mount Pleasant Town PD,2018,220
Westchester,Mount Vernon City PD,2018,1327
Westchester,New Castle Town PD,2018,54
Westchester,New Rochelle City PD,2018,817
Westchester,North Castle Town PD,2018,61
Westchester,NYC DEPP - Eastview PCT,2018,8
Westchester,Ossining Vg PD,2018,203
Westchester,Peekskill City PD,2018,274
Westchester,Pelham Manor Vg PD,2018,159
Westchester,Pelham Vg PD,2018,66
Westchester,Pleasantville Vg PD,2018,40
Westchester,Port Chester Vg PD,2018,207
Westchester,Pound Ridge Town PD,2018,48
Westchester,Rye Brook Vg PD,2018,46
Westchester,Rye City PD,2018,62
Westchester,Scarsdale Vg PD,2018,125
Westchester,Sleepy Hollow Vg PD,2018,1
Westchester,SUNY Police - Purchase,2018,32
Westchester,Tarrytown Vg PD,2018,48
Westchester,Tuckahoe Vg PD,2018,18
Westchester,Westchester Co Dept Pub Safety,2018,275
Westchester,Westchester County MTA,2018,88
Westchester,Westchester County Park PD,2018,3
Westchester,Westchester County State Police,2018,415
Westchester,White Plains City PD,2018,947
Westchester,Yonkers City PD,2018,2457
Westchester,Yorktown Town PD,2018,199
Wyoming,Arcade Vg PD,2018,18
Wyoming,Attica Vg PD,2018,7
Wyoming,County Total,2018,333
Wyoming,Perry Vg PD,2018,65
Wyoming,Warsaw Vg PD,2018,72
Wyoming,Wyoming County Park PD,2018,2
Wyoming,Wyoming County Sheriff,2018,131
Wyoming,Wyoming County State Police,2018,38
Yates,County Total,2018,245
Yates,Penn Yan Vg PD,2018,72
Yates,Yates County Sheriff,2018,138
Yates,Yates County State Police,2018,35
Albany,Albany City PD,2017,4279
Albany,Albany County Park PD,2017,3
Albany,Albany County Sheriff,2017,163
Albany,Albany County State Police,2017,185
Albany,Altamont Vg PD,2017,6
Albany,Bethlehem Town PD,2017,506
Albany,Coeymans Town PD,2017,87
Albany,Cohoes City PD,2017,242
Albany,Colonie Town PD,2017,1986
Albany,County Total,2017,8779
Albany,Green Island Vg PD,2017,34
Albany,Guilderland Town PD,2017,713
Albany,Menands Vg PD,2017,161
Albany,SUNY Police - Albany,2017,166
Albany,Watervliet City PD,2017,248
Allegany,Alfred Vg PD,2017,40
Allegany,Allegany County State Police,2017,260
Allegany,Angelica Vg PD,2017,1
Allegany,Bolivar Vg PD,2017,3
Allegany,County Total,2017,508
Allegany,Cuba Town PD,2017,52
Allegany,Friendship Town PD,2017,5
Allegany,Independence Town PD,2017,3
Allegany,SUNY Police - Alfred,2017,64
Allegany,Wellsville Vg PD,2017,80
Bronx,County Total,2017,35507
Broome,Binghamton City PD,2017,2340
Broome,Broome County Sheriff,2017,552
Broome,Broome County State Police,2017,524
Broome,County Total,2017,5582
Broome,Deposit Vg PD,2017,14
Broome,Endicott Vg PD,2017,502
Broome,Johnson City Vg PD,2017,847
Broome,Port Dickinson Vg PD,2017,16
Broome,SUNY Police - Binghamton,2017,192
Broome,Vestal Town PD,2017,595
Cattaraugus,Allegany Vg PD,2017,13
Cattaraugus,Cattaraugus County Park PD,2017,8
Cattaraugus,Cattaraugus County Sheriff,2017,319
Cattaraugus,Cattaraugus County State Police,2017,267
Cattaraugus,Cattaraugus Vg PD,2017,1
Cattaraugus,County Total,2017,1160
Cattaraugus,Ellicottville Town PD,2017,15
Cattaraugus,Franklinville Vg PD,2017,21
Cattaraugus,Olean City PD,2017,413
Cattaraugus,Salamanca City PD,2017,103
Cayuga,Auburn City PD,2017,928
Cayuga,Cayuga County Park PD,2017,1
Cayuga,Cayuga County Sheriff,2017,208
Cayuga,Cayuga County State Police,2017,207
Cayuga,County Total,2017,1367
Cayuga,Moravia Vg PD,2017,7
Cayuga,Port Byron Vg PD,2017,1
Cayuga,Weedsport Vg PD,2017,15
Chautauqua,Chautauqua County Park PD,2017,1
Chautauqua,Chautauqua County Sheriff,2017,513
Chautauqua,Chautauqua County State Police,2017,195
Chautauqua,County Total,2017,2788
Chautauqua,Dunkirk City PD,2017,239
Chautauqua,Ellicott Town PD,2017,194
Chautauqua,Fredonia Vg PD,2017,170
Chautauqua,Jamestown City PD,2017,1077
Chautauqua,Lakewood-Busti PD,2017,337
